Date,Type,Route Name,Distance (km),Duration,Average Pace,Average Speed (km/h),Calories Burned,Climb (m),Average Heart Rate (bpm),Notes,GPX File
2017-09-24 14:34:47,Running,,5.02,21:36,4:18,13.95,429.0,4,,,2017-09-24-1434.gpx
2017-09-23 08:54:16,Running,,3.15,17:24,5:31,10.87,274.0,4,,,2017-09-23-0854.gpx
2017-09-22 12:15:07,Running,,9.07,44:49,4:56,12.15,784.0,2,,,2017-09-22-1215.gpx
2017-09-21 12:27:17,Running,,16.57,1:15:59,4:35,13.09,1434.0,19,,,2017-09-21-1227.gpx
2017-09-20 07:22:22,Running,,7.85,37:47,4:49,12.47,678.0,4,,,2017-09-20-0722.gpx
2017-09-19 04:55:12,Running,,4.20,20:47,4:57,12.11,364.0,4,,,2017-09-19-0455.gpx
2017-09-18 07:47:53,Running,,8.77,42:21,4:50,12.43,760.0,10,,,2017-09-18-0747.gpx
2017-09-17 14:34:26,Running,,5.46,23:58,4:23,13.67,466.0,1,,"",2017-09-17-1434.gpx
2017-09-16 10:09:39,Running,,13.60,1:05:48,4:50,12.40,1183.0,24,,,2017-09-16-1009.gpx
2017-09-15 09:11:43,Running,,5.78,27:09,4:42,12.77,497.0,1,,,2017-09-15-0911.gpx
2017-09-14 08:10:18,Running,,6.01,29:22,4:53,12.27,519.0,5,,,2017-09-14-0810.gpx
2017-09-13 06:38:18,Running,,5.21,24:40,4:44,12.68,453.0,4,,,2017-09-13-0638.gpx
2017-09-12 07:10:27,Running,,7.55,34:30,4:34,13.13,647.0,4,,,2017-09-12-0710.gpx
2017-09-11 08:23:50,Running,,5.54,29:06,5:15,11.43,480.0,5,,,2017-09-11-0823.gpx
2017-09-10 10:22:13,Running,,7.45,36:56,4:58,12.10,643.0,4,,,2017-09-10-1022.gpx
2017-09-09 08:53:42,Running,,5.44,24:47,4:33,13.17,466.0,1,,,2017-09-09-0853.gpx
2017-09-08 13:19:58,Running,,6.74,35:28,5:16,11.41,584.0,7,,,2017-09-08-1319.gpx
2017-09-08 13:07:45,Running,,2.28,11:19,4:58,12.09,197.0,1,,,2017-09-08-1307.gpx
2017-09-07 07:26:14,Running,,4.52,23:14,5:08,11.67,392.0,5,,"",2017-09-07-0726.gpx
2017-09-06 07:06:52,Running,,7.65,38:36,5:03,11.90,661.0,4,,,2017-09-06-0706.gpx
2017-09-05 06:41:33,Running,,9.22,48:04,5:13,11.51,800.0,12,,,2017-09-05-0641.gpx
2017-09-04 06:50:18,Running,,5.18,26:22,5:05,11.80,447.0,1,,,2017-09-04-0650.gpx
2017-09-03 19:35:34,Running,,3.14,13:32,4:19,13.90,269.0,1,,,2017-09-03-1935.gpx
2017-09-02 19:00:25,Running,,3.07,17:01,5:32,10.84,266.0,2,,,2017-09-02-1900.gpx
2017-09-01 08:55:31,Running,,5.11,26:48,5:15,11.44,444.0,6,,,2017-09-01-0855.gpx
2017-08-31 07:27:49,Running,,10.18,50:32,4:58,12.09,882.0,12,,"",2017-08-31-0727.gpx
2017-08-30 08:21:54,Running,,4.30,22:40,5:16,11.39,367.0,4,,,2017-08-30-0821.gpx
2017-08-29 07:33:14,Running,,11.08,1:02:13,5:37,10.69,970.0,66,,,2017-08-29-0733.gpx
2017-08-28 07:07:15,Running,,15.53,1:17:00,4:58,12.10,1343.0,44,,,2017-08-28-0707.gpx
2017-08-27 04:16:12,Running,,2.14,11:26,5:21,11.21,186.0,3,,,2017-08-27-0416.gpx
2017-08-26 09:10:03,Running,,5.12,23:54,4:40,12.85,430.0,6,,,2017-08-26-0910.gpx
2017-08-25 07:26:31,Running,,9.99,49:14,4:56,12.17,868.0,13,,,2017-08-25-0726.gpx
2017-08-24 08:36:03,Running,,5.10,26:25,5:11,11.57,442.0,6,,,2017-08-24-0836.gpx
2017-08-23 07:39:27,Running,,11.91,59:25,4:59,12.02,1032.0,9,,,2017-08-23-0739.gpx
2017-08-22 07:16:06,Running,,9.61,47:42,4:58,12.08,825.0,6,,,2017-08-22-0716.gpx
2017-08-21 07:44:44,Running,,5.11,27:39,5:25,11.08,442.0,6,,,2017-08-21-0744.gpx
2017-08-20 07:13:18,Running,,9.50,59:33,6:16,9.58,855.0,115,,,2017-08-20-0713.gpx
2017-08-19 06:20:12,Running,,12.29,1:13:37,5:59,10.02,1111.0,184,,,2017-08-19-0620.gpx
2017-08-18 07:25:20,Running,,2.08,10:05,4:51,12.38,180.0,2,,,2017-08-18-0725.gpx
2017-08-17 12:51:16,Running,,11.78,1:03:44,5:25,11.09,1009.0,7,,,2017-08-17-1251.gpx
2017-08-16 08:31:34,Running,,4.22,22:27,5:19,11.28,365.0,4,,,2017-08-16-0831.gpx
2017-08-15 07:52:02,Running,,5.15,26:36,5:10,11.62,447.0,6,,,2017-08-15-0752.gpx
2017-08-14 08:17:20,Running,,9.63,47:13,4:54,12.23,834.0,6,,,2017-08-14-0817.gpx
2017-08-13 08:48:47,Running,,9.96,48:52,4:54,12.23,866.0,13,,"",2017-08-13-0848.gpx
2017-08-12 08:15:09,Running,,18.08,1:26:30,4:47,12.54,1565.0,20,,,2017-08-12-0815.gpx
2017-08-11 09:07:39,Running,,10.28,48:18,4:42,12.77,890.0,12,,,2017-08-11-0907.gpx
2017-08-10 07:44:25,Running,,12.30,59:37,4:51,12.38,1065.0,8,,,2017-08-10-0744.gpx
2017-08-09 07:50:50,Running,,12.01,1:00:05,5:00,12.00,1040.0,9,,,2017-08-09-0750.gpx
2017-08-08 07:13:05,Running,,10.09,50:48,5:02,11.92,876.0,13,,,2017-08-08-0713.gpx
2017-08-07 06:33:38,Running,,12.02,57:12,4:45,12.61,1039.0,9,,,2017-08-07-0633.gpx
2017-08-06 08:49:28,Running,,6.23,30:23,4:53,12.29,541.0,8,,,2017-08-06-0849.gpx
2017-08-05 07:37:31,Running,,15.37,1:17:56,5:04,11.83,1330.0,7,,,2017-08-05-0737.gpx
2017-08-04 08:35:35,Running,,5.00,26:28,5:18,11.33,433.0,6,,,2017-08-04-0835.gpx
2017-08-03 06:28:04,Running,,8.22,38:23,4:40,12.85,709.0,11,,,2017-08-03-0628.gpx
2017-08-02 07:09:51,Running,,5.67,30:42,5:25,11.08,490.0,4,,,2017-08-02-0709.gpx
2017-08-01 06:47:56,Running,,5.12,27:11,5:19,11.30,443.0,6,,,2017-08-01-0647.gpx
2017-07-31 05:55:46,Running,,2.14,12:15,5:43,10.50,186.0,3,,,2017-07-31-0555.gpx
2017-07-30 17:28:01,Running,,3.68,20:14,5:29,10.93,319.0,3,,,2017-07-30-1728.gpx
2017-07-30 07:53:22,Running,,20.01,1:52:00,5:36,10.72,1728.0,40,,"",2017-07-30-0753.gpx
2017-07-29 07:42:20,Running,,25.84,2:16:47,5:18,11.34,2243.0,37,,,2017-07-29-0742.gpx
2017-07-28 06:17:07,Running,,22.11,1:53:26,5:08,11.69,1916.0,22,,,2017-07-28-0617.gpx
2017-07-27 07:29:03,Running,,7.45,38:37,5:11,11.58,645.0,7,,,2017-07-27-0729.gpx
2017-07-26 07:00:01,Running,,10.04,45:49,4:34,13.15,867.0,13,,,2017-07-26-0700.gpx
2017-07-25 06:37:31,Running,,5.03,25:45,5:07,11.72,436.0,6,,,2017-07-25-0637.gpx
2017-07-24 07:20:02,Running,,6.72,34:03,5:04,11.83,583.0,8,,,2017-07-24-0720.gpx
2017-07-23 08:19:04,Running,,10.88,56:22,5:11,11.58,943.0,17,,,2017-07-23-0819.gpx
2017-07-22 06:15:34,Running,,6.92,33:32,4:51,12.39,608.0,21,,,2017-07-22-0615.gpx
2017-07-21 07:08:15,Running,,10.09,49:29,4:54,12.23,873.0,13,,,2017-07-21-0708.gpx
2017-07-20 06:23:56,Running,,12.01,58:48,4:54,12.25,1040.0,9,,,2017-07-20-0623.gpx
2017-07-19 07:52:43,Running,,6.28,32:11,5:07,11.71,544.0,6,,,2017-07-19-0752.gpx
2017-07-18 09:35:29,Running,,10.05,50:20,5:00,11.98,873.0,13,,,2017-07-18-0935.gpx
2017-07-17 08:00:43,Running,,8.28,40:28,4:53,12.28,721.0,12,,,2017-07-17-0800.gpx
2017-07-16 13:17:20,Running,,5.08,24:15,4:47,12.57,441.0,5,,,2017-07-16-1317.gpx
2017-07-15 07:30:48,Running,,5.00,26:17,5:16,11.40,452.0,56,,,2017-07-15-0730.gpx
2017-07-14 08:42:27,Running,,5.94,32:36,5:29,10.94,529.0,62,,,2017-07-14-0842.gpx
2017-07-13 07:35:29,Running,,5.70,29:52,5:15,11.44,511.0,48,,,2017-07-13-0735.gpx
2017-07-12 07:12:11,Running,,1.87,10:40,5:42,10.52,162.0,5,,,2017-07-12-0712.gpx
2017-07-11 05:52:58,Running,,10.04,59:58,5:58,10.04,900.0,105,,,2017-07-11-0552.gpx
2017-07-10 05:24:54,Running,,6.10,32:26,5:19,11.28,552.0,66,,,2017-07-10-0524.gpx
2017-07-09 07:15:51,Running,,8.29,42:20,5:06,11.75,717.0,4,,"",2017-07-09-0715.gpx
2017-07-08 09:21:01,Running,,6.15,32:16,5:15,11.43,533.0,9,,,2017-07-08-0921.gpx
2017-07-07 06:21:35,Running,,10.10,49:10,4:52,12.32,876.0,13,,,2017-07-07-0621.gpx
2017-07-06 07:38:49,Running,,6.21,32:28,5:14,11.48,539.0,8,,"",2017-07-06-0738.gpx
2017-07-05 08:10:06,Running,,5.09,25:19,4:58,12.06,442.0,6,,"",2017-07-05-0810.gpx
2017-07-04 08:21:56,Running,,5.37,27:31,5:08,11.70,466.0,7,,,2017-07-04-0821.gpx
2017-07-03 09:22:53,Running,,5.13,25:05,4:54,12.26,444.0,6,,,2017-07-03-0922.gpx
2017-07-02 10:13:49,Running,,16.22,1:21:21,5:01,11.96,1403.0,13,,,2017-07-02-1013.gpx
2017-07-01 09:10:54,Running,,10.24,50:35,4:56,12.14,886.0,6,,,2017-07-01-0910.gpx
2017-06-30 12:04:54,Running,,18.48,1:37:42,5:17,11.35,1609.0,43,,,2017-06-30-1204.gpx
2017-06-29 07:33:06,Running,,12.02,1:01:34,5:07,11.71,1040.0,8,,,2017-06-29-0733.gpx
2017-06-28 07:46:48,Running,,10.11,49:18,4:52,12.31,877.0,13,,,2017-06-28-0746.gpx
2017-06-27 08:09:27,Running,,7.01,36:20,5:11,11.58,607.0,7,,,2017-06-27-0809.gpx
2017-06-26 06:51:48,Running,,5.03,22:31,4:29,13.40,434.0,5,,,2017-06-26-0651.gpx
2017-06-25 08:50:55,Running,,11.86,58:21,4:55,12.20,1026.0,8,,,2017-06-25-0850.gpx
2017-06-24 09:49:47,Running,,10.13,52:49,5:13,11.51,879.0,13,,,2017-06-24-0949.gpx
2017-06-23 08:05:56,Running,,16.34,1:24:18,5:09,11.63,1414.0,10,,,2017-06-23-0805.gpx
2017-06-22 06:49:59,Running,,9.99,51:31,5:10,11.63,867.0,13,,,2017-06-22-0649.gpx
2017-06-21 05:53:12,Running,,12.01,1:03:13,5:16,11.40,1036.0,8,,,2017-06-21-0553.gpx
2017-06-20 07:31:28,Running,,8.21,41:43,5:05,11.81,712.0,11,,,2017-06-20-0731.gpx
2017-06-19 07:15:27,Running,,5.09,25:00,4:55,12.21,442.0,6,,"",2017-06-19-0715.gpx
2017-06-18 07:40:44,Running,,11.38,57:51,5:05,11.80,981.0,19,,"",2017-06-18-0740.gpx
2017-06-17 08:03:59,Running,,14.25,1:14:58,5:16,11.41,1237.0,25,,,2017-06-17-0803.gpx
2017-06-16 08:04:53,Running,,12.02,59:36,4:57,12.10,1039.0,8,,,2017-06-16-0804.gpx
2017-06-15 07:42:53,Running,,5.06,23:10,4:35,13.11,434.0,6,,,2017-06-15-0742.gpx
2017-06-14 07:17:14,Running,,10.02,49:50,4:58,12.06,869.0,13,,,2017-06-14-0717.gpx
2017-06-13 06:30:44,Running,,4.12,18:43,4:32,13.21,357.0,4,,,2017-06-13-0630.gpx
2017-06-12 07:13:42,Running,,8.25,41:20,5:00,11.98,719.0,12,,,2017-06-12-0713.gpx
2017-06-11 08:04:19,Running,,5.04,26:19,5:13,11.49,437.0,6,,,2017-06-11-0804.gpx
2017-06-10 09:41:21,Running,,12.03,1:02:25,5:11,11.56,1040.0,8,,,2017-06-10-0941.gpx
2017-06-09 12:41:25,Running,,10.02,46:52,4:41,12.83,869.0,13,,,2017-06-09-1241.gpx
2017-06-08 07:30:12,Running,,5.14,26:29,5:09,11.66,446.0,6,,,2017-06-08-0730.gpx
2017-06-07 06:25:44,Running,,5.14,28:16,5:30,10.91,446.0,6,,,2017-06-07-0625.gpx
2017-06-06 06:36:31,Running,,5.06,26:16,5:11,11.56,439.0,6,,,2017-06-06-0636.gpx
2017-06-05 06:36:41,Running,,8.18,42:15,5:10,11.62,710.0,12,,,2017-06-05-0636.gpx
2017-06-04 08:51:15,Running,,5.07,25:24,5:00,11.98,441.0,6,,,2017-06-04-0851.gpx
2017-06-03 09:39:21,Running,,12.01,56:31,4:42,12.75,1038.0,8,,,2017-06-03-0939.gpx
2017-06-02 09:34:59,Running,,5.02,22:33,4:30,13.35,432.0,6,,,2017-06-02-0934.gpx
2017-06-01 08:39:20,Running,,4.15,21:05,5:05,11.82,360.0,4,,,2017-06-01-0839.gpx
2017-05-31 17:47:00,Cycling,,3.29,11:05,3:22,17.79,101.0,0,,"",2017-05-31-1747.gpx
2017-05-31 08:53:30,Cycling,,3.46,11:44,3:23,17.71,120.0,4,,,2017-05-31-0853.gpx
2017-05-31 07:22:59,Running,,5.05,26:06,5:10,11.60,437.0,6,,,2017-05-31-0722.gpx
2017-05-30 18:15:09,Cycling,,3.02,10:50,3:35,16.72,101.0,1,,"Evening Ride",2017-05-30-1815.gpx
2017-05-30 08:43:57,Cycling,,3.62,11:35,3:12,18.73,128.0,5,,"Morning Ride",2017-05-30-0843.gpx
2017-05-30 06:50:32,Running,,5.11,27:00,5:17,11.36,443.0,6,,,2017-05-30-0650.gpx
2017-05-29 07:59:35,Running,,7.58,39:34,5:13,11.49,652.0,3,,,2017-05-29-0759.gpx
2017-05-28 09:07:15,Running,,5.01,23:38,4:43,12.71,433.0,6,,,2017-05-28-0907.gpx
2017-05-27 10:10:35,Running,,16.35,1:21:00,4:57,12.11,1416.0,11,,"",2017-05-27-1010.gpx
2017-05-26 16:49:52,Cycling,,3.17,10:24,3:17,18.28,105.0,1,,"Afternoon Ride",2017-05-26-1649.gpx
2017-05-26 10:15:10,Cycling,,3.55,11:37,3:16,18.35,122.0,5,,"Morning Ride",2017-05-26-1015.gpx
2017-05-26 08:35:52,Running,,4.16,20:32,4:56,12.15,360.0,4,,,2017-05-26-0835.gpx
2017-05-25 18:15:57,Cycling,,3.52,10:12,2:54,20.71,117.0,1,,,2017-05-25-1815.gpx
2017-05-25 09:29:02,Cycling,,3.65,12:19,3:22,17.80,127.0,5,,"Morning Ride",2017-05-25-0929.gpx
2017-05-25 06:56:00,Running,,12.05,59:52,4:58,12.08,1044.0,8,,,2017-05-25-0656.gpx
2017-05-24 17:56:53,Cycling,,3.31,9:01,2:43,22.06,111.0,2,,"Afternoon Ride",2017-05-24-1756.gpx
2017-05-24 08:48:18,Cycling,,3.51,11:38,3:19,18.10,124.0,5,,"Morning Ride",2017-05-24-0848.gpx
2017-05-24 07:17:48,Running,,5.09,25:11,4:57,12.13,442.0,6,,,2017-05-24-0717.gpx
2017-05-23 17:04:21,Cycling,,5.72,16:49,2:56,20.42,205.0,3,,"Afternoon Ride",2017-05-23-1704.gpx
2017-05-23 08:38:45,Cycling,,4.45,14:11,3:11,18.81,160.0,6,,"Morning Ride",2017-05-23-0838.gpx
2017-05-23 06:45:35,Running,,10.07,47:51,4:45,12.63,875.0,12,,,2017-05-23-0645.gpx
2017-05-22 16:46:15,Cycling,,3.72,11:58,3:13,18.66,127.0,0,,"Afternoon Ride",2017-05-22-1646.gpx
2017-05-22 08:37:33,Cycling,,3.63,11:49,3:16,18.41,123.0,5,,"Morning Ride",2017-05-22-0837.gpx
2017-05-22 07:04:40,Running,,5.05,22:36,4:28,13.42,436.0,6,,,2017-05-22-0704.gpx
2017-05-21 10:29:14,Running,,12.01,1:03:00,5:15,11.44,1039.0,8,,,2017-05-21-1029.gpx
2017-05-20 17:47:16,Running,,8.13,38:23,4:43,12.70,704.0,11,,,2017-05-20-1747.gpx
2017-05-19 06:13:54,Running,,3.04,14:31,4:47,12.55,262.0,3,,,2017-05-19-0613.gpx
2017-05-18 09:38:11,Cycling,,2.91,8:56,3:04,19.54,98.0,3,,"Morning Ride",2017-05-18-0938.gpx
2017-05-18 07:26:27,Running,,10.01,48:48,4:52,12.31,865.0,7,,,2017-05-18-0726.gpx
2017-05-17 18:15:41,Cycling,,3.42,9:44,2:51,21.08,116.0,2,,"Evening Ride",2017-05-17-1815.gpx
2017-05-17 08:48:46,Cycling,,3.47,11:13,3:14,18.54,120.0,5,,"Morning Ride",2017-05-17-0848.gpx
2017-05-17 07:28:13,Running,,5.60,28:34,5:06,11.77,486.0,5,,,2017-05-17-0728.gpx
2017-05-16 07:41:32,Cycling,,3.56,10:53,3:04,19.60,121.0,5,,"Morning Ride",2017-05-16-0741.gpx
2017-05-16 06:32:43,Running,,4.18,20:47,4:58,12.08,360.0,4,,,2017-05-16-0632.gpx
2017-05-15 21:06:24,Cycling,,2.61,7:50,3:00,19.98,89.0,3,,"Night Ride",2017-05-15-2106.gpx
2017-05-15 18:40:38,Cycling,,3.17,11:06,3:30,17.11,123.0,3,,"Evening Ride",2017-05-15-1840.gpx
2017-05-15 17:26:57,Cycling,,3.51,10:33,3:00,19.95,123.0,1,,"Afternoon Ride",2017-05-15-1726.gpx
2017-05-15 08:42:28,Cycling,,3.65,12:00,3:17,18.23,127.0,5,,"Morning Ride",2017-05-15-0842.gpx
2017-05-15 06:53:14,Running,,5.16,26:25,5:07,11.71,448.0,6,,,2017-05-15-0653.gpx
2017-05-14 14:10:55,Cycling,,22.17,52:18,2:22,25.43,824.0,47,,"Afternoon Ride",2017-05-14-1410.gpx
2017-05-14 10:05:27,Cycling,,21.92,53:00,2:25,24.81,787.0,48,,"First Ride to Sacramento",2017-05-14-1005.gpx
2017-05-14 07:45:13,Running,,8.13,40:06,4:56,12.16,706.0,11,,,2017-05-14-0745.gpx
2017-05-13 15:39:31,Cycling,,5.92,16:28,2:47,21.57,216.0,5,,"Afternoon Ride",2017-05-13-1539.gpx
2017-05-13 10:16:20,Running,,16.16,1:18:55,4:53,12.29,1400.0,12,,,2017-05-13-1016.gpx
2017-05-12 19:01:16,Cycling,,4.41,19:27,4:24,13.61,124.0,5,,"Evening Ride",2017-05-12-1901.gpx
2017-05-12 10:29:32,Cycling,,2.96,9:30,3:13,18.69,106.0,4,,"Morning Ride",2017-05-12-1029.gpx
2017-05-12 08:15:19,Running,,10.05,48:12,4:48,12.51,873.0,13,,,2017-05-12-0815.gpx
2017-05-11 09:08:33,Cycling,,3.68,11:51,3:13,18.61,130.0,5,,"Morning Ride",2017-05-11-0908.gpx
2017-05-11 07:20:39,Running,,5.17,24:13,4:41,12.80,447.0,6,,,2017-05-11-0720.gpx
2017-05-10 17:50:10,Cycling,,3.46,9:17,2:41,22.34,115.0,2,,"Afternoon Ride",2017-05-10-1750.gpx
2017-05-10 08:53:41,Cycling,,2.18,7:18,3:21,17.93,76.0,2,,"Morning Ride",2017-05-10-0853.gpx
2017-05-10 07:00:01,Running,,8.23,41:27,5:02,11.91,714.0,12,,,2017-05-10-0700.gpx
2017-05-09 17:47:49,Cycling,,3.31,9:58,3:01,19.92,112.0,2,,"Afternoon Ride",2017-05-09-1747.gpx
2017-05-09 07:38:12,Cycling,,3.54,10:15,2:54,20.72,127.0,4,,"Morning Ride",2017-05-09-0738.gpx
2017-05-09 06:31:12,Running,,4.12,21:11,5:09,11.66,357.0,4,,,2017-05-09-0631.gpx
2017-05-08 17:44:10,Cycling,,3.37,9:46,2:54,20.73,111.0,1,,"Afternoon Ride",2017-05-08-1744.gpx
2017-05-08 08:40:29,Cycling,,3.53,11:46,3:20,18.01,131.0,5,,"Morning Ride",2017-05-08-0840.gpx
2017-05-08 07:07:27,Running,,5.06,27:24,5:25,11.08,438.0,6,,,2017-05-08-0707.gpx
2017-05-07 11:43:51,Running,,12.01,58:37,4:53,12.30,1040.0,8,,,2017-05-07-1143.gpx
2017-05-06 14:01:41,Running,,5.10,25:43,5:02,11.91,442.0,4,,,2017-05-06-1401.gpx
2017-05-06 11:12:23,Cycling,,25.35,1:07:58,2:41,22.38,858.0,21,,"Lunch Ride",2017-05-06-1112.gpx
2017-05-06 09:01:12,Cycling,,25.56,1:07:21,2:38,22.77,932.0,47,,"Morning Ride",2017-05-06-0901.gpx
2017-05-05 17:06:13,Cycling,,3.38,10:27,3:05,19.43,112.0,1,,"Afternoon Ride",2017-05-05-1706.gpx
2017-05-05 09:04:30,Cycling,,3.51,11:13,3:12,18.78,122.0,4,,"Morning Ride",2017-05-05-0904.gpx
2017-05-05 06:41:12,Running,,6.16,31:47,5:10,11.62,535.0,7,,"",2017-05-05-0641.gpx
2017-05-04 19:36:56,Cycling,,3.12,8:26,2:42,22.22,103.0,2,,"Evening Ride",2017-05-04-1936.gpx
2017-05-04 09:03:13,Cycling,,3.22,10:48,3:21,17.87,115.0,4,,"Morning Ride",2017-05-04-0903.gpx
2017-05-04 06:49:43,Running,,10.08,52:27,5:12,11.54,876.0,13,,,2017-05-04-0649.gpx
2017-05-03 18:39:24,Cycling,,9.97,26:35,2:40,22.51,332.0,22,,"Evening Ride",2017-05-03-1839.gpx
2017-05-03 08:41:57,Cycling,,4.33,14:44,3:24,17.63,158.0,6,,"Morning Ride",2017-05-03-0841.gpx
2017-05-03 06:54:41,Running,,5.05,27:25,5:26,11.05,438.0,6,,,2017-05-03-0654.gpx
2017-05-02 16:39:42,Cycling,,3.25,9:18,2:52,20.98,113.0,1,,"Afternoon Ride",2017-05-02-1639.gpx
2017-05-02 07:30:47,Cycling,,3.11,10:07,3:15,18.46,104.0,5,,"Morning Ride",2017-05-02-0730.gpx
2017-05-02 06:17:45,Running,,4.20,21:08,5:02,11.91,365.0,4,,,2017-05-02-0617.gpx
2017-05-01 17:59:42,Cycling,,2.97,9:01,3:02,19.76,96.0,1,,"Afternoon Ride",2017-05-01-1759.gpx
2017-05-01 07:01:19,Running,,5.04,25:27,5:03,11.89,438.0,6,,,2017-05-01-0701.gpx
2017-04-30 12:08:33,Running,,16.60,1:36:25,5:49,10.33,1438.0,22,,,2017-04-30-1208.gpx
2017-04-29 13:01:21,Running,,10.16,51:09,5:02,11.92,881.0,10,,,2017-04-29-1301.gpx
2017-04-28 07:25:42,Running,,5.05,25:09,4:59,12.04,439.0,6,,,2017-04-28-0725.gpx
2017-04-27 07:41:58,Running,,11.90,58:49,4:56,12.14,1030.0,8,,,2017-04-27-0741.gpx
2017-04-26 06:55:09,Running,,10.09,50:09,4:58,12.07,877.0,13,,,2017-04-26-0655.gpx
2017-04-25 09:53:48,Running,,4.54,22:56,5:03,11.87,393.0,4,,,2017-04-25-0953.gpx
2017-04-24 06:32:39,Running,,7.01,35:28,5:04,11.86,609.0,11,,,2017-04-24-0632.gpx
2017-04-23 13:40:16,Running,,6.01,30:09,5:01,11.96,519.0,4,,,2017-04-23-1340.gpx
2017-04-22 07:16:03,Running,,4.17,21:29,5:09,11.65,362.0,4,,,2017-04-22-0716.gpx
2017-04-21 06:47:51,Running,,5.06,25:56,5:07,11.71,438.0,6,,,2017-04-21-0647.gpx
2017-04-20 06:55:11,Running,,8.28,42:08,5:05,11.79,716.0,11,,,2017-04-20-0655.gpx
2017-04-19 07:40:49,Running,,5.12,26:14,5:07,11.71,444.0,6,,,2017-04-19-0740.gpx
2017-04-18 07:01:26,Running,,6.25,30:54,4:57,12.14,541.0,5,,,2017-04-18-0701.gpx
2017-04-17 07:16:25,Running,,5.07,25:33,5:03,11.90,441.0,6,,,2017-04-17-0716.gpx
2017-04-16 09:37:25,Running,,12.01,58:14,4:51,12.37,1040.0,8,,"",2017-04-16-0937.gpx
2017-04-15 09:45:22,Running,,18.02,1:30:13,5:00,11.98,1574.0,42,,,2017-04-15-0945.gpx
2017-04-14 07:06:05,Running,,11.30,55:26,4:54,12.23,986.0,14,,,2017-04-14-0706.gpx
2017-04-13 06:40:11,Running,,5.02,24:51,4:57,12.13,431.0,6,,,2017-04-13-0640.gpx
2017-04-12 06:44:17,Running,,12.01,59:42,4:58,12.07,1041.0,8,,,2017-04-12-0644.gpx
2017-04-11 07:03:17,Running,,5.05,24:38,4:53,12.30,440.0,6,,,2017-04-11-0703.gpx
2017-04-10 06:16:10,Running,,8.07,40:39,5:02,11.92,700.0,11,,,2017-04-10-0616.gpx
2017-04-09 15:09:58,Running,,5.05,25:46,5:06,11.76,438.0,5,,,2017-04-09-1509.gpx
2017-04-08 10:58:22,Running,,10.06,48:27,4:49,12.46,872.0,13,,,2017-04-08-1058.gpx
